id_player;player_name;club;position
ID_630;Kulusevski;Juventus;Midfielder
ID_631;Augustinsson;Sevilla;Defender
ID_632;Radelji?;Sheriff;Defender
ID_633;Jovane Cabral;Sporting CP;Forward
ID_634;Marc Roca;Bayern;Defender
ID_635;Kanga;Young Boys;Forward
ID_636;Cavani;Man. United;Forward
ID_637;Gökhan Töre;Be?ikta?;Midfielder
ID_638;Emre Can;Dortmund;Defender
ID_639;Alcácer;Villarreal;Forward
ID_640;Esteves;Sporting CP;Defender
ID_641;Rensch;Ajax;Defender
ID_642;Ferran Torres;Man. City;Forward
ID_643;Kehrer;Paris;Defender
ID_644;Krugovoi;Zenit;Defender
ID_645;Dost;Club Brugge;Forward
ID_646;Diallo;Man. United;Midfielder
ID_647;Henderson;Man. United;Goalkeeper
ID_648;Martial;Man. United;Forward
ID_649;Gagliardini;Inter;Midfielder
ID_650;Rúben Vinagre;Sporting CP;Defender
ID_651;Mambimbi;Young Boys;Forward
ID_652;Moriba;Leipzig;Midfielder
ID_653;Passlack;Dortmund;Midfielder
ID_654;Bakayoko;Milan;Defender
ID_655;Pezzella;Atalanta;Defender
ID_656;Sudakov;Shakhtar Donetsk;Midfielder
ID_657;Sandra;Club Brugge;Midfielder
ID_658;Mbamba-Muanda;Club Brugge;Defender
ID_659;Shepeliev;Dynamo Kyiv;Midfielder
ID_660;Richards;Bayern;Defender
ID_661;Julien;Sheriff;Defender
ID_662;O?uzhan Özyakup;Be?ikta?;Midfielder
ID_663;Daramy;Ajax;Forward
ID_664;Henrichs;Leipzig;Defender
ID_665;Choupo-Moting;Bayern;Midfielder
ID_666;Yusuf Yaz?c?;LOSC;Midfielder
ID_667;Icardi;Paris;Forward
ID_668;McAtee;Man. City;Midfielder
ID_669;Lovato;Atalanta;Defender
ID_670;Palmer;Man. City;Midfielder
ID_671;Paulo Bernardo;Benfica;Midfielder
ID_672;Kjærgaard;Salzburg;Midfielder
ID_673;Taylor;Ajax;Midfielder
ID_674;Francisco Conceição;Porto;Forward
ID_675;F. Nmecha;Wolfsburg;Midfielder
ID_676;Pepê;Porto;Forward
ID_677;Al. Miranchuk;Atalanta;Forward
ID_678;Edwards;Sporting CP;Forward
ID_679;Radonji?;Benfica;Forward
ID_680;Mengi;Man. United;Defender
ID_681;Wesley;Club Brugge;Forward
ID_682;Mandi;Villarreal;Defender
ID_683;Kudus;Ajax;Midfielder
ID_684;Novoa;Leipzig;Midfielder
ID_685;Lihadji;LOSC;Forward
ID_686;Bernardo;Salzburg;Defender
ID_687;Tijani;Salzburg;Midfielder
ID_688;Ben Arfa;LOSC;Midfielder
ID_689;Óscar Rodríguez;Sevilla;Midfielder
ID_690;Shoretire;Man. United;Midfielder
ID_691;Heaton;Man. United;Goalkeeper
ID_692;Stani?i?;Bayern;Defender
ID_693;Knauff;Dortmund;Midfielder
ID_694;Maldini;Milan;Forward
ID_695;Moukoko;Dortmund;Forward
ID_696;Iván Romero;Sevilla;Forward
ID_697;Flávio Nazinho;Sporting CP;Defender
ID_698;Balde;Barcelona;Defender
ID_699;Tillman;Bayern;Midfielder
ID_700;Peña;Villarreal;Defender
ID_701;Ricard Puig;Barcelona;Midfielder
ID_702;Berkay Vardar;Be?ikta?;Midfielder
ID_703;Carson;Man. City;Goalkeeper
ID_704;Eric Ramirez;Dynamo Kyiv;Forward
ID_705;Cojocaru;Sheriff;Midfielder
ID_706;Javi Serrano;Atlético;Midfielder
ID_707;Agüero;Barcelona;Forward
ID_708;Ramsey;Juventus;Midfielder
ID_709;Kravtsov;Zenit;Midfielder
ID_710;Bradari?;LOSC;Defender
ID_711;Ozdoev;Zenit;Midfielder
ID_712;Bruno Costa;Porto;Midfielder
ID_713;Raba;Villarreal;Midfielder
ID_714;Iborra;Villarreal;Midfielder
ID_715;Bonnah;Leipzig;Midfielder
ID_716;Sensi;Inter;Midfielder
ID_717;Lednev;Dynamo Kyiv;Midfielder
ID_718;Zhegrova;LOSC;Midfielder
ID_719;Seferovi?;Benfica;Forward
ID_720;Zakaria;Juventus;Midfielder
ID_721;Dário Essugo;Sporting CP;Midfielder
ID_722;Spielmann;Young Boys;Midfielder
ID_723;Izquierdo;Club Brugge;Forward
ID_724;Chiellini;Juventus;Defender
ID_725;Dina Ebimbe;Paris;Midfielder
ID_726;Sulejmani;Young Boys;Midfielder
ID_727;Delap;Man. City;Forward
ID_728;Mbete;Man. City;Defender
ID_729;Kolarov;Inter;Defender
ID_730;?imi?;Salzburg;Forward
ID_731;Guindo;Salzburg;Defender
ID_732;Dentinho;Shakhtar Donetsk;Midfielder
ID_733;Shevchenko;Shakhtar Donetsk;Goalkeeper
ID_734;Maier;Young Boys;Midfielder
ID_735;Luca Pellegrini;Juventus;Defender
ID_736;Kuznetsov;Zenit;Forward
ID_737;Eile;Malmö;Defender
ID_738;Ginczek;Wolfsburg;Forward
ID_739;Savage;Man. United;Midfielder
ID_740;Iqbal;Man. United;Midfielder
ID_741;Da Graca;Juventus;Forward
ID_742;Miretti;Juventus;Midfielder
ID_743;Gil Dias;Benfica;Midfielder
ID_744;Rodrigo Ribeiro;Sporting CP;Forward
ID_745;Cojocari;Sheriff;Defender
ID_746;Maouassa;Club Brugge;Defender
ID_747;Zesiger;Young Boys;Defender
